column00,testGroup,device,browser,browserVersion,userAgent,users,newUsers,sessions,pis,acceleratedPis,addToCartEvents,creditcardPaymentEvent,paypalPaymentEvent,applepayPaymentEvent,conversions
13014,SpeedKit,Mobile,Chrome,96.0.4664.45,"Mozilla/5.0 (Linux; Android 10; M2003J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",1,0,1,3,0,0,0,0,0,0
13015,Control,Robot,Edge,84.0.522.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.85 Safari/537.36 Edg/84.0.522.35",1,1,1,1,0,0,0,0,0,0
13016,SpeedKit,Robot,Safari,17.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 DuckDuckGo/7 Safari/605.1.15",1,1,1,3,1,0,0,0,0,0
13017,Control,Robot,Chrome,117,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.3",1,1,1,1,0,0,0,0,0,0
13018,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 12; in-id; CPH2113 Build/SKQ1.210216.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.10.2.3.1",1,1,1,1,0,0,0,0,0,0
13019,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 11; RMX1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
13020,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 12; en-us; RMX3430 Build/SP1A.210812.016) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.2.9",1,1,1,1,0,0,0,0,0,0
13021,Control,Mobile,Chrome,93.0.4577.62,"Mozilla/5.0 (Linux; Android 11; Pixel 2 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13022,Control,Desktop,Opera,100.0.0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/100.0.0.0 (Edition Yx 05)",1,1,1,1,0,0,0,0,0,0
13023,SpeedKit,Mobile,Chrome,87.0.4280.141,"Mozilla/5.0 (Linux; Android 11; SM-G398FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13024,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 10; RMX1801) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,0,1,7,0,0,0,0,0,0
13025,Control,Mobile,Chrome,94.0.4606.85,"Mozilla/5.0 (Linux; Android 11; ONEPLUS A6010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
13026,Control,Mobile,Chrome,92.0.4515.115,"Mozilla/5.0 (Linux; Android 9; SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.115 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
13027,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 8.1.0; en-gb; CPH1809 Build/OPM1.171019.026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/15.9.5.1.1",1,1,1,1,0,0,0,0,0,0
13028,SpeedKit,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 13; SM-A716U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13029,SpeedKit,Robot,Chrome,79.0.3945.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.88 Safari/537.36",895,895,895,1000,55,0,0,0,0,0
13030,Control,Desktop,Edge,117,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.41",154,93,181,563,0,51,13,1,0,9
13031,SpeedKit,Mobile,Chrome iOS,117.0.5938.108,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.108 Mobile/15E148 Safari/604.1",36,23,44,60,8,2,0,0,0,0
13032,Control,Robot,Chrome,112,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",224,222,224,224,0,0,0,0,0,0
13033,SpeedKit,Desktop,Chrome,74.0.3729.108,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36",17,17,17,34,5,0,0,0,0,0
13034,Control,Mobile,Safari,15.6,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1",613,439,789,1439,1,66,6,1,1,11
13035,SpeedKit,Mobile,Chrome,96.0.4664.45,"Mozilla/5.0 (Linux; Android 12; V2109) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",1,0,1,5,5,0,0,0,0,0
13036,SpeedKit,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; V2205) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",12,8,17,21,7,0,0,0,0,0
13037,Control,Desktop,Chrome,,,3307,0,3476,0,2,684,0,0,0,5
13038,Control,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 9; Redmi Note 7S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
13039,SpeedKit,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 12; SM-A137F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
13040,SpeedKit,Mobile,Chrome iOS,103.0.5060.63,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/103.0.5060.63 Mobile/15E148 Safari/604.1",4,2,10,19,3,0,0,0,0,0
13041,SpeedKit,Robot,Safari,,,50,0,53,0,0,7,0,0,0,0
13042,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 7.0; SM-A310F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13043,SpeedKit,Desktop,Chrome,101.0.4951.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36",3,3,3,4,1,0,0,0,0,0
13044,SpeedKit,Tablet,Chrome iOS,118.0.5993.58,"Mozilla/5.0 (iPad; CPU OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/118.0.5993.58 Mobile/15E148 Safari/604.1",26,19,31,71,6,5,1,1,0,2
13045,Control,Desktop,Edge,118,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.27",10,3,11,20,0,0,0,0,0,0
13046,SpeedKit,Mobile,Chrome,87.0.4280.101,"Mozilla/5.0 (Linux; Android 10; M2006C3MNG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",3,2,4,7,4,0,0,0,0,0
13047,SpeedKit,Mobile,Safari,13.1.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",7,4,11,34,11,2,0,0,2,1
13048,SpeedKit,Desktop,Chrome,91.0.4472.167,"Mozilla/5.0 (X11; CrOS x86_64 13904.97.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.167 Safari/537.36",7,4,9,26,7,0,0,0,0,0
13049,SpeedKit,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; I2012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",5,2,6,7,3,0,0,0,0,0
13050,SpeedKit,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; 23028RA60L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,0,3,5,4,0,0,0,0,0
13051,SpeedKit,Mobile,Chrome,55.0.2883.91,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G532G Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13052,Control,Mobile,Chrome,87.0.4280.101,"Mozilla/5.0 (Linux; Android 10; 211033MI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",5,1,7,13,0,0,0,0,0,0
13053,Control,Mobile,Chrome,79.0.3945.116,"Mozilla/5.0 (Linux; Android 10; AQM-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13054,SpeedKit,Mobile,Chrome,116,"Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",7,7,7,7,0,0,0,0,0,0
13055,SpeedKit,Tablet,Chrome,43.0.2357.93,"Mozilla/5.0 (Linux; Android 5.1.1; SM-T280 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Safari/537.36",2,1,2,6,0,0,0,0,0,0
13056,SpeedKit,Mobile,Chrome,83.0.4103.101,"Mozilla/5.0 (Linux; Android 10; RMX1925) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.101 Mobile Safari/537.36",1,0,1,2,0,0,0,0,0,0
13057,SpeedKit,Desktop,Safari,14.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",2,0,4,7,0,0,0,0,0,0
13058,Control,Mobile,Chrome,90.0.4430.210,"Mozilla/5.0 (Linux; Android 10; SM-A202F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13059,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 11; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",3,2,4,8,0,0,0,0,0,0
13060,Control,Mobile,Chrome,97.0.4692.98,"Mozilla/5.0 (Linux; Android 12; CPH2213) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Mobile Safari/537.36",1,0,1,2,0,1,0,0,0,0
13061,SpeedKit,Mobile,Chrome,99.0.4844.88,"Mozilla/5.0 (Linux; Android 12; CPH2337) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",2,1,2,7,0,0,0,0,0,0
13062,Control,Mobile,Chrome,101,"Mozilla/5.0 (Linux; Android 8.1.0; SM-G610F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",1,0,1,4,0,0,0,0,0,0
13063,Control,Mobile,Chrome,116,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",10,10,10,10,0,0,0,0,0,0
13064,SpeedKit,Mobile,Safari,13.1.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",14,12,16,39,16,1,0,0,0,0
13065,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 12; en-gb; RMX3430 Build/SP1A.210812.016) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.1.1",1,0,1,1,0,0,0,0,0,0
13066,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 12; SM-G973U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",2,1,3,7,0,0,0,0,0,0
13067,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 11; RMX3501) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
13068,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; RMX3660) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",2,1,3,3,0,0,0,0,0,0
13069,SpeedKit,Robot,Safari,16.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1",2,1,2,13,4,0,0,0,0,0
13070,Control,Mobile,Chrome,97.0.4692.98,"Mozilla/5.0 (Linux; Android 11; TECNO KG5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13071,SpeedKit,Mobile,Chrome,115.0.5790.166,"Mozilla/5.0 (Linux; Android 11; moto e20 Build/RON31.267-78) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.5790.166 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
13072,Control,Desktop,Chrome,108.0.5359.125,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.125 Safari/537.36",1,1,1,5,0,0,0,0,0,0
13073,SpeedKit,Mobile,Chrome iOS,107.0.5304.66,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/107.0.5304.66 Mobile/15E148 Safari/604.1",2,1,3,4,0,0,0,0,0,0
13074,SpeedKit,Mobile,Chrome,85.0.4183.101,"Mozilla/5.0 (Linux; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Mobile Safari/537.36",1,0,1,1,1,0,0,0,0,0
13075,SpeedKit,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 13; SM-A326U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13076,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 11; vivo 1906) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13077,Control,Desktop,Chrome,85.0.4183.102,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",2,0,3,9,0,1,1,0,0,1
13078,Control,Mobile,Chrome,104.0.5112.97,"Mozilla/5.0 (Linux; Android 10; TITAN Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.97 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13079,Control,Desktop,Chrome,75.0.3770.52,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.52 Safari/537.36",1,1,1,1,0,0,0,0,0,0
13080,SpeedKit,Mobile,Chrome,92.0.4515.131,"Mozilla/5.0 (Linux; Android 11; moto g(30)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
13081,Control,Mobile,Chrome,101,"Mozilla/5.0 (Linux; Android 9; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
13082,Control,Desktop,Safari,14.0.3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",10,8,11,28,0,2,1,0,0,1
13083,Control,Mobile,Chrome,95.0.4638.74,"Mozilla/5.0 (Linux; Android 5.1.1; SM-J200G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.74 Mobile Safari/537.36",5,4,5,10,0,0,0,0,0,0
13084,SpeedKit,Tablet,Chrome iOS,114.0.5735.676,"Mozilla/5.0 (iPad; CPU OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.676 Mobile/15E148 Safari/604.1",1,0,1,1,0,0,0,0,0,0
13085,SpeedKit,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 6.0; CPH1609) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",8,7,9,15,5,0,0,0,0,0
13086,SpeedKit,Mobile,Chrome,118,"Mozilla/5.0 (Linux; Android 11; Nokia C30 Build/RP1A.201005.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13087,SpeedKit,Mobile,Chrome,95.0.4638.74,"Mozilla/5.0 (Linux; Android 12; SM-A135M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.74 Mobile Safari/537.36",1,1,1,5,0,0,0,0,0,0
13088,SpeedKit,Mobile,Chrome,117,"Mozilla/5.0 (Linux; Android 13; SM-S918U Build/TP1A.220624.014; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36 ButtonSDK/7.0.0",1,1,1,3,1,0,0,0,0,0
13089,Control,Mobile,Chrome,99.0.4844.88,"Mozilla/5.0 (Linux; Android 12; SM-N975U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",3,0,3,5,0,0,0,0,0,0
13090,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; I2202) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",4,2,4,8,0,0,0,0,0,0
13091,Control,Mobile,Chrome,99.0.4844.88,"Mozilla/5.0 (Linux; Android 12; RC608L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",1,0,1,4,0,0,0,0,0,0
13092,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 10; SM-N960F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
13093,SpeedKit,Mobile,Safari,16.5.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.2 (a) Mobile/15E148 Safari/604.1",2,0,2,2,0,0,0,0,0,0
13094,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 11; en-us; CPH1907 Build/RKQ1.200903.002) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.1.1",1,1,1,1,0,0,0,0,0,0
13095,SpeedKit,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 12; ASUS_I003DD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13096,SpeedKit,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 7.0; Lenovo TB-7504X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13097,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 12; 22111317PI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,0,1,7,0,0,0,0,0,0
13098,Control,Mobile,Chrome,102,"Mozilla/5.0 (Linux; Android 12; SM-A536U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13099,Control,Desktop,Chrome,70.0.3538.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",2,1,2,3,0,0,0,0,0,0
13100,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 13; en-us; CPH2251 Build/TP1A.220905.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.9.1",4,0,4,5,0,0,0,0,0,0
13101,Control,Mobile,Chrome,102,"Mozilla/5.0 (Linux; Android 11; Redmi Note 9 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36",2,1,5,8,0,0,0,0,0,0
13102,SpeedKit,Mobile,Chrome,96.0.4664.45,"Mozilla/5.0 (Linux; Android 10; vivo 1819) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",1,1,1,2,1,0,0,0,0,0
13103,SpeedKit,Mobile,Safari,14.1.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",7,1,7,7,2,0,0,0,0,0
13104,Control,Mobile,Chrome,96.0.4664.61,"Mozilla/5.0 (Linux; Android 12; SM-G973U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.61 Mobile Safari/537.36",2,1,8,18,0,0,0,0,0,0
13105,SpeedKit,Desktop,Edge,118,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.39",5,5,5,5,0,0,0,0,0,0
13106,Control,Robot,Chrome,102,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1,1,1,1,0,0,0,0,0,0
13107,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 13; CPH2205) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,4,0,0,0,0,0,0
13108,SpeedKit,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 12; EB2101) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",2,2,2,6,2,0,0,0,0,0
13109,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 13; M2101K9G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",2,1,2,3,2,0,0,0,0,0
13110,SpeedKit,Mobile,Chrome,98.0.4758.101,"Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36",1,0,2,3,3,0,0,0,0,0
13111,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 13; en-us; RMX3388 Build/TP1A.220905.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.9.1",2,2,2,2,0,0,0,0,0,0
13112,Control,Desktop,Edge,108,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.95",1,0,1,1,0,0,0,0,0,0
13113,Control,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 12; moto g(60)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",1,0,2,6,0,0,0,0,0,0
13114,SpeedKit,Tablet,Chrome iOS,118.0.5993.58,"Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/118.0.5993.58 Mobile/15E148 Safari/604.1",1,0,1,1,0,0,0,0,0,0
13115,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 11; en-au; RMX1971 Build/RKQ1.201217.002) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.1.1",1,1,1,3,0,0,0,0,0,0
13116,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 12; en-us; RMX3085 Build/SP1A.210812.016) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.3.9.1",1,0,2,5,0,0,0,0,0,0
13117,SpeedKit,Mobile,Chrome,87.0.4280.141,"Mozilla/5.0 (Linux; Android 11; SM-A115M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1,0,1,3,3,0,0,0,0,0
13118,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 11; vivo 1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,1,3,9,0,0,0,0,0,0
13119,Control,Tablet,Chrome iOS,111.0.5563.101,"Mozilla/5.0 (iPad; CPU OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/111.0.5563.101 Mobile/15E148 Safari/604.1",1,1,1,1,0,0,0,0,0,0
13120,SpeedKit,Mobile,Chrome,95.0.4638.74,"Mozilla/5.0 (Linux; Android 10; M2007J17I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.74 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
13121,SpeedKit,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; 2109119DG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",2,1,2,3,1,0,0,0,0,0
13122,SpeedKit,Mobile,Chrome,97.0.4692.98,"Mozilla/5.0 (Linux; Android 11; 211033MI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Mobile Safari/537.36",4,3,4,5,0,0,0,0,0,0
